city,province,country,lastUpdate,keyId,confirmed,deaths,recovered
Benton,Missouri,US,2020-10-04T04:23:44+00:00,"Benton, Missouri, US",374,5,
Bollinger,Missouri,US,2020-10-04T04:23:44+00:00,"Bollinger, Missouri, US",358,1,
Boone,Missouri,US,2020-10-04T04:23:44+00:00,"Boone, Missouri, US",4742,11,
Buchanan,Missouri,US,2020-10-04T04:23:44+00:00,"Buchanan, Missouri, US",2189,30,
Butler,Missouri,US,2020-10-04T04:23:44+00:00,"Butler, Missouri, US",722,6,
Caldwell,Missouri,US,2020-10-04T04:23:44+00:00,"Caldwell, Missouri, US",112,1,
Callaway,Missouri,US,2020-10-04T04:23:44+00:00,"Callaway, Missouri, US",718,3,
Camden,Missouri,US,2020-10-04T04:23:44+00:00,"Camden, Missouri, US",1096,16,
Cape Girardeau,Missouri,US,2020-10-04T04:23:44+00:00,"Cape Girardeau, Missouri, US",1915,18,
Carroll,Missouri,US,2020-10-04T04:23:44+00:00,"Carroll, Missouri, US",135,2,
Carter,Missouri,US,2020-10-04T04:23:44+00:00,"Carter, Missouri, US",107,2,
Cass,Missouri,US,2020-10-04T04:23:44+00:00,"Cass, Missouri, US",1572,26,
Cedar,Missouri,US,2020-10-04T04:23:44+00:00,"Cedar, Missouri, US",143,0,
Chariton,Missouri,US,2020-10-04T04:23:44+00:00,"Chariton, Missouri, US",52,0,
Christian,Missouri,US,2020-10-04T04:23:44+00:00,"Christian, Missouri, US",1619,6,
Clark,Missouri,US,2020-10-04T04:23:44+00:00,"Clark, Missouri, US",73,0,
Clay,Missouri,US,2020-10-04T04:23:44+00:00,"Clay, Missouri, US",1832,41,
Clinton,Missouri,US,2020-10-04T04:23:44+00:00,"Clinton, Missouri, US",262,0,
Cole,Missouri,US,2020-10-04T04:23:44+00:00,"Cole, Missouri, US",1721,14,
Cooper,Missouri,US,2020-10-04T04:23:44+00:00,"Cooper, Missouri, US",471,2,
Crawford,Missouri,US,2020-10-04T04:23:44+00:00,"Crawford, Missouri, US",421,5,
Dade,Missouri,US,2020-10-04T04:23:44+00:00,"Dade, Missouri, US",80,0,
Dallas,Missouri,US,2020-10-04T04:23:44+00:00,"Dallas, Missouri, US",207,1,
Daviess,Missouri,US,2020-10-04T04:23:44+00:00,"Daviess, Missouri, US",144,1,
DeKalb,Missouri,US,2020-10-04T04:23:44+00:00,"DeKalb, Missouri, US",159,2,
Dent,Missouri,US,2020-10-04T04:23:44+00:00,"Dent, Missouri, US",144,2,
Douglas,Missouri,US,2020-10-04T04:23:44+00:00,"Douglas, Missouri, US",229,3,
Dunklin,Missouri,US,2020-10-04T04:23:44+00:00,"Dunklin, Missouri, US",867,8,
Franklin,Missouri,US,2020-10-04T04:23:44+00:00,"Franklin, Missouri, US",1899,32,
Gasconade,Missouri,US,2020-10-04T04:23:44+00:00,"Gasconade, Missouri, US",165,22,
Gentry,Missouri,US,2020-10-04T04:23:44+00:00,"Gentry, Missouri, US",132,9,
Greene,Missouri,US,2020-10-04T04:23:44+00:00,"Greene, Missouri, US",6814,65,
Grundy,Missouri,US,2020-10-04T04:23:44+00:00,"Grundy, Missouri, US",207,4,
Harrison,Missouri,US,2020-10-04T04:23:44+00:00,"Harrison, Missouri, US",129,1,
Henry,Missouri,US,2020-10-04T04:23:44+00:00,"Henry, Missouri, US",241,5,
Hickory,Missouri,US,2020-10-04T04:23:44+00:00,"Hickory, Missouri, US",117,3,
Holt,Missouri,US,2020-10-04T04:23:44+00:00,"Holt, Missouri, US",84,1,
Howard,Missouri,US,2020-10-04T04:23:44+00:00,"Howard, Missouri, US",185,2,
Howell,Missouri,US,2020-10-04T04:23:44+00:00,"Howell, Missouri, US",751,3,
Iron,Missouri,US,2020-10-04T04:23:44+00:00,"Iron, Missouri, US",59,0,
Jackson,Missouri,US,2020-10-04T04:23:44+00:00,"Jackson, Missouri, US",7601,100,
Jasper,Missouri,US,2020-10-04T04:23:44+00:00,"Jasper, Missouri, US",4198,52,
Jefferson,Missouri,US,2020-10-04T04:23:44+00:00,"Jefferson, Missouri, US",4491,66,
Johnson,Missouri,US,2020-10-04T04:23:44+00:00,"Johnson, Missouri, US",1008,5,
Kansas City,Missouri,US,2020-10-04T04:23:44+00:00,"Kansas City, Missouri, US",12253,143,
Knox,Missouri,US,2020-10-04T04:23:44+00:00,"Knox, Missouri, US",55,1,
Laclede,Missouri,US,2020-10-04T04:23:44+00:00,"Laclede, Missouri, US",760,9,
Lafayette,Missouri,US,2020-10-04T04:23:44+00:00,"Lafayette, Missouri, US",594,5,
Lawrence,Missouri,US,2020-10-04T04:23:44+00:00,"Lawrence, Missouri, US",716,4,
Lewis,Missouri,US,2020-10-04T04:23:44+00:00,"Lewis, Missouri, US",120,2,
Lincoln,Missouri,US,2020-10-04T04:23:44+00:00,"Lincoln, Missouri, US",858,3,
Linn,Missouri,US,2020-10-04T04:23:44+00:00,"Linn, Missouri, US",121,1,
Livingston,Missouri,US,2020-10-04T04:23:44+00:00,"Livingston, Missouri, US",430,2,
Macon,Missouri,US,2020-10-04T04:23:44+00:00,"Macon, Missouri, US",165,0,
Madison,Missouri,US,2020-10-04T04:23:44+00:00,"Madison, Missouri, US",305,1,
Maries,Missouri,US,2020-10-04T04:23:44+00:00,"Maries, Missouri, US",89,0,
Marion,Missouri,US,2020-10-04T04:23:44+00:00,"Marion, Missouri, US",708,14,
McDonald,Missouri,US,2020-10-04T04:23:44+00:00,"McDonald, Missouri, US",1109,11,
Mercer,Missouri,US,2020-10-04T04:23:44+00:00,"Mercer, Missouri, US",31,0,
Miller,Missouri,US,2020-10-04T04:23:44+00:00,"Miller, Missouri, US",554,2,
Mississippi,Missouri,US,2020-10-04T04:23:44+00:00,"Mississippi, Missouri, US",321,3,
Moniteau,Missouri,US,2020-10-04T04:23:44+00:00,"Moniteau, Missouri, US",343,5,
Monroe,Missouri,US,2020-10-04T04:23:44+00:00,"Monroe, Missouri, US",91,1,
Montgomery,Missouri,US,2020-10-04T04:23:44+00:00,"Montgomery, Missouri, US",87,1,
Morgan,Missouri,US,2020-10-04T04:23:44+00:00,"Morgan, Missouri, US",413,1,
New Madrid,Missouri,US,2020-10-04T04:23:44+00:00,"New Madrid, Missouri, US",590,16,
Newton,Missouri,US,2020-10-04T04:23:44+00:00,"Newton, Missouri, US",1420,13,
Nodaway,Missouri,US,2020-10-04T04:23:44+00:00,"Nodaway, Missouri, US",810,10,
Oregon,Missouri,US,2020-10-04T04:23:44+00:00,"Oregon, Missouri, US",141,0,
Osage,Missouri,US,2020-10-04T04:23:44+00:00,"Osage, Missouri, US",184,1,
Ozark,Missouri,US,2020-10-04T04:23:44+00:00,"Ozark, Missouri, US",136,1,
Pemiscot,Missouri,US,2020-10-04T04:23:44+00:00,"Pemiscot, Missouri, US",566,10,
Perry,Missouri,US,2020-10-04T04:23:44+00:00,"Perry, Missouri, US",656,7,
Pettis,Missouri,US,2020-10-04T04:23:44+00:00,"Pettis, Missouri, US",1202,12,
Phelps,Missouri,US,2020-10-04T04:23:44+00:00,"Phelps, Missouri, US",507,12,
Pike,Missouri,US,2020-10-04T04:23:44+00:00,"Pike, Missouri, US",251,4,
Platte,Missouri,US,2020-10-04T04:23:44+00:00,"Platte, Missouri, US",730,10,
Polk,Missouri,US,2020-10-04T04:23:44+00:00,"Polk, Missouri, US",719,3,
Pulaski,Missouri,US,2020-10-04T04:23:44+00:00,"Pulaski, Missouri, US",720,6,
Putnam,Missouri,US,2020-10-04T04:23:44+00:00,"Putnam, Missouri, US",32,1,
Ralls,Missouri,US,2020-10-04T04:23:44+00:00,"Ralls, Missouri, US",154,0,
Randolph,Missouri,US,2020-10-04T04:23:44+00:00,"Randolph, Missouri, US",298,2,
Ray,Missouri,US,2020-10-04T04:23:44+00:00,"Ray, Missouri, US",183,0,
Reynolds,Missouri,US,2020-10-04T04:23:44+00:00,"Reynolds, Missouri, US",41,0,
Ripley,Missouri,US,2020-10-04T04:23:44+00:00,"Ripley, Missouri, US",139,1,
Saline,Missouri,US,2020-10-04T04:23:44+00:00,"Saline, Missouri, US",789,9,
Schuyler,Missouri,US,2020-10-04T04:23:44+00:00,"Schuyler, Missouri, US",27,0,
Scotland,Missouri,US,2020-10-04T04:23:44+00:00,"Scotland, Missouri, US",38,1,
Scott,Missouri,US,2020-10-04T04:23:44+00:00,"Scott, Missouri, US",954,17,
Shannon,Missouri,US,2020-10-04T04:23:44+00:00,"Shannon, Missouri, US",136,1,
Shelby,Missouri,US,2020-10-04T04:23:44+00:00,"Shelby, Missouri, US",72,1,
St. Charles,Missouri,US,2020-10-04T04:23:44+00:00,"St. Charles, Missouri, US",7984,115,
St. Clair,Missouri,US,2020-10-04T04:23:44+00:00,"St. Clair, Missouri, US",74,0,
St. Francois,Missouri,US,2020-10-04T04:23:44+00:00,"St. Francois, Missouri, US",2202,14,
St. Louis,Missouri,US,2020-10-04T04:23:44+00:00,"St. Louis, Missouri, US",24994,819,
St. Louis City,Missouri,US,2020-10-04T04:23:44+00:00,"St. Louis City, Missouri, US",7254,213,
Ste. Genevieve,Missouri,US,2020-10-04T04:23:44+00:00,"Ste. Genevieve, Missouri, US",217,1,
Stoddard,Missouri,US,2020-10-04T04:23:44+00:00,"Stoddard, Missouri, US",566,14,
Stone,Missouri,US,2020-10-04T04:23:44+00:00,"Stone, Missouri, US",509,6,
Sullivan,Missouri,US,2020-10-04T04:23:44+00:00,"Sullivan, Missouri, US",221,0,
Taney,Missouri,US,2020-10-04T04:23:44+00:00,"Taney, Missouri, US",1376,36,
Texas,Missouri,US,2020-10-04T04:23:44+00:00,"Texas, Missouri, US",376,2,
Unassigned,Missouri,US,2020-10-04T04:23:44+00:00,"Unassigned, Missouri, US",0,0,
Vernon,Missouri,US,2020-10-04T04:23:44+00:00,"Vernon, Missouri, US",219,1,
Warren,Missouri,US,2020-10-04T04:23:44+00:00,"Warren, Missouri, US",491,1,
Washington,Missouri,US,2020-10-04T04:23:44+00:00,"Washington, Missouri, US",472,11,
Wayne,Missouri,US,2020-10-04T04:23:44+00:00,"Wayne, Missouri, US",231,0,
Webster,Missouri,US,2020-10-04T04:23:44+00:00,"Webster, Missouri, US",754,5,
Worth,Missouri,US,2020-10-04T04:23:44+00:00,"Worth, Missouri, US",21,0,
Wright,Missouri,US,2020-10-04T04:23:44+00:00,"Wright, Missouri, US",417,0,
Beaverhead,Montana,US,2020-10-04T04:23:44+00:00,"Beaverhead, Montana, US",131,1,
Big Horn,Montana,US,2020-10-04T04:23:44+00:00,"Big Horn, Montana, US",958,23,
Blaine,Montana,US,2020-10-04T04:23:44+00:00,"Blaine, Montana, US",75,0,
Broadwater,Montana,US,2020-10-04T04:23:44+00:00,"Broadwater, Montana, US",18,0,
Carbon,Montana,US,2020-10-04T04:23:44+00:00,"Carbon, Montana, US",129,0,
Carter,Montana,US,2020-10-04T04:23:44+00:00,"Carter, Montana, US",9,0,
Cascade,Montana,US,2020-10-04T04:23:44+00:00,"Cascade, Montana, US",860,6,
Chouteau,Montana,US,2020-10-04T04:23:44+00:00,"Chouteau, Montana, US",36,0,
Custer,Montana,US,2020-10-04T04:23:44+00:00,"Custer, Montana, US",121,2,
Daniels,Montana,US,2020-10-04T04:23:44+00:00,"Daniels, Montana, US",6,0,
Dawson,Montana,US,2020-10-04T04:23:44+00:00,"Dawson, Montana, US",86,1,
Deer Lodge,Montana,US,2020-10-04T04:23:44+00:00,"Deer Lodge, Montana, US",152,0,
Fallon,Montana,US,2020-10-04T04:23:44+00:00,"Fallon, Montana, US",17,0,
Fergus,Montana,US,2020-10-04T04:23:44+00:00,"Fergus, Montana, US",70,1,
Flathead,Montana,US,2020-10-04T04:23:44+00:00,"Flathead, Montana, US",1313,19,
Gallatin,Montana,US,2020-10-04T04:23:44+00:00,"Gallatin, Montana, US",1546,4,
Garfield,Montana,US,2020-10-04T04:23:44+00:00,"Garfield, Montana, US",18,0,
Glacier,Montana,US,2020-10-04T04:23:44+00:00,"Glacier, Montana, US",438,1,
Golden Valley,Montana,US,2020-10-04T04:23:44+00:00,"Golden Valley, Montana, US",5,0,
Granite,Montana,US,2020-10-04T04:23:44+00:00,"Granite, Montana, US",28,0,
Hill,Montana,US,2020-10-04T04:23:44+00:00,"Hill, Montana, US",209,3,
Jefferson,Montana,US,2020-10-04T04:23:44+00:00,"Jefferson, Montana, US",89,0,
Judith Basin,Montana,US,2020-10-04T04:23:44+00:00,"Judith Basin, Montana, US",8,0,
Lake,Montana,US,2020-10-04T04:23:44+00:00,"Lake, Montana, US",292,1,
Lewis and Clark,Montana,US,2020-10-04T04:23:44+00:00,"Lewis and Clark, Montana, US",362,3,
Liberty,Montana,US,2020-10-04T04:23:44+00:00,"Liberty, Montana, US",20,0,
Lincoln,Montana,US,2020-10-04T04:23:44+00:00,"Lincoln, Montana, US",138,3,
Madison,Montana,US,2020-10-04T04:23:44+00:00,"Madison, Montana, US",116,1,
McCone,Montana,US,2020-10-04T04:23:44+00:00,"McCone, Montana, US",27,0,
Meagher,Montana,US,2020-10-04T04:23:44+00:00,"Meagher, Montana, US",34,2,
Mineral,Montana,US,2020-10-04T04:23:44+00:00,"Mineral, Montana, US",6,0,
Missoula,Montana,US,2020-10-04T04:23:44+00:00,"Missoula, Montana, US",884,3,
Musselshell,Montana,US,2020-10-04T04:23:44+00:00,"Musselshell, Montana, US",37,1,
Park,Montana,US,2020-10-04T04:23:44+00:00,"Park, Montana, US",113,0,
Petroleum,Montana,US,2020-10-04T04:23:44+00:00,"Petroleum, Montana, US",0,0,
Phillips,Montana,US,2020-10-04T04:23:44+00:00,"Phillips, Montana, US",123,0,
Pondera,Montana,US,2020-10-04T04:23:44+00:00,"Pondera, Montana, US",63,0,
Powder River,Montana,US,2020-10-04T04:23:44+00:00,"Powder River, Montana, US",25,0,
Powell,Montana,US,2020-10-04T04:23:44+00:00,"Powell, Montana, US",12,0,
Prairie,Montana,US,2020-10-04T04:23:44+00:00,"Prairie, Montana, US",14,0,
Ravalli,Montana,US,2020-10-04T04:23:44+00:00,"Ravalli, Montana, US",164,2,
Richland,Montana,US,2020-10-04T04:23:44+00:00,"Richland, Montana, US",137,2,
Roosevelt,Montana,US,2020-10-04T04:23:44+00:00,"Roosevelt, Montana, US",417,7,
Rosebud,Montana,US,2020-10-04T04:23:44+00:00,"Rosebud, Montana, US",668,19,
Sanders,Montana,US,2020-10-04T04:23:44+00:00,"Sanders, Montana, US",56,1,
Sheridan,Montana,US,2020-10-04T04:23:44+00:00,"Sheridan, Montana, US",19,0,
Silver Bow,Montana,US,2020-10-04T04:23:44+00:00,"Silver Bow, Montana, US",290,0,
Stillwater,Montana,US,2020-10-04T04:23:44+00:00,"Stillwater, Montana, US",90,2,
Sweet Grass,Montana,US,2020-10-04T04:23:44+00:00,"Sweet Grass, Montana, US",51,2,
Teton,Montana,US,2020-10-04T04:23:44+00:00,"Teton, Montana, US",37,0,
Toole,Montana,US,2020-10-04T04:23:44+00:00,"Toole, Montana, US",123,6,
Treasure,Montana,US,2020-10-04T04:23:44+00:00,"Treasure, Montana, US",3,0,
Unassigned,Montana,US,2020-10-04T04:23:44+00:00,"Unassigned, Montana, US",0,0,
Valley,Montana,US,2020-10-04T04:23:44+00:00,"Valley, Montana, US",107,1,
Wheatland,Montana,US,2020-10-04T04:23:44+00:00,"Wheatland, Montana, US",21,1,
Wibaux,Montana,US,2020-10-04T04:23:44+00:00,"Wibaux, Montana, US",18,0,
Yellowstone,Montana,US,2020-10-04T04:23:44+00:00,"Yellowstone, Montana, US",3567,68,
Adams,Nebraska,US,2020-10-04T04:23:44+00:00,"Adams, Nebraska, US",596,12,
Antelope,Nebraska,US,2020-10-04T04:23:44+00:00,"Antelope, Nebraska, US",99,1,
Arthur,Nebraska,US,2020-10-04T04:23:44+00:00,"Arthur, Nebraska, US",1,0,
Banner,Nebraska,US,2020-10-04T04:23:44+00:00,"Banner, Nebraska, US",2,0,
Blaine,Nebraska,US,2020-10-04T04:23:44+00:00,"Blaine, Nebraska, US",1,0,
Boone,Nebraska,US,2020-10-04T04:23:44+00:00,"Boone, Nebraska, US",97,0,
Box Butte,Nebraska,US,2020-10-04T04:23:44+00:00,"Box Butte, Nebraska, US",100,1,
Boyd,Nebraska,US,2020-10-04T04:23:44+00:00,"Boyd, Nebraska, US",33,0,
Brown,Nebraska,US,2020-10-04T04:23:44+00:00,"Brown, Nebraska, US",50,0,
Buffalo,Nebraska,US,2020-10-04T04:23:44+00:00,"Buffalo, Nebraska, US",1186,6,
Burt,Nebraska,US,2020-10-04T04:23:44+00:00,"Burt, Nebraska, US",83,1,
Butler,Nebraska,US,2020-10-04T04:23:44+00:00,"Butler, Nebraska, US",145,1,
Cass,Nebraska,US,2020-10-04T04:23:44+00:00,"Cass, Nebraska, US",359,3,
Cedar,Nebraska,US,2020-10-04T04:23:44+00:00,"Cedar, Nebraska, US",98,0,
Chase,Nebraska,US,2020-10-04T04:23:44+00:00,"Chase, Nebraska, US",33,0,
Cherry,Nebraska,US,2020-10-04T04:23:44+00:00,"Cherry, Nebraska, US",52,4,
Cheyenne,Nebraska,US,2020-10-04T04:23:44+00:00,"Cheyenne, Nebraska, US",44,0,
Clay,Nebraska,US,2020-10-04T04:23:44+00:00,"Clay, Nebraska, US",82,0,
Colfax,Nebraska,US,2020-10-04T04:23:44+00:00,"Colfax, Nebraska, US",799,5,
Cuming,Nebraska,US,2020-10-04T04:23:44+00:00,"Cuming, Nebraska, US",170,0,
Custer,Nebraska,US,2020-10-04T04:23:44+00:00,"Custer, Nebraska, US",98,4,
Dakota,Nebraska,US,2020-10-04T04:23:44+00:00,"Dakota, Nebraska, US",2286,43,
Dawes,Nebraska,US,2020-10-04T04:23:44+00:00,"Dawes, Nebraska, US",135,0,
Dawson,Nebraska,US,2020-10-04T04:23:44+00:00,"Dawson, Nebraska, US",1105,13,
Deuel,Nebraska,US,2020-10-04T04:23:44+00:00,"Deuel, Nebraska, US",4,0,
Dixon,Nebraska,US,2020-10-04T04:23:44+00:00,"Dixon, Nebraska, US",102,2,
Dodge,Nebraska,US,2020-10-04T04:23:44+00:00,"Dodge, Nebraska, US",1284,13,
Douglas,Nebraska,US,2020-10-04T04:23:44+00:00,"Douglas, Nebraska, US",16924,195,
Dundy,Nebraska,US,2020-10-04T04:23:44+00:00,"Dundy, Nebraska, US",13,1,
Fillmore,Nebraska,US,2020-10-04T04:23:44+00:00,"Fillmore, Nebraska, US",58,1,
Franklin,Nebraska,US,2020-10-04T04:23:44+00:00,"Franklin, Nebraska, US",40,0,
Frontier,Nebraska,US,2020-10-04T04:23:44+00:00,"Frontier, Nebraska, US",11,0,
Furnas,Nebraska,US,2020-10-04T04:23:44+00:00,"Furnas, Nebraska, US",43,2,
Gage,Nebraska,US,2020-10-04T04:23:44+00:00,"Gage, Nebraska, US",297,5,
Garden,Nebraska,US,2020-10-04T04:23:44+00:00,"Garden, Nebraska, US",13,0,
Garfield,Nebraska,US,2020-10-04T04:23:44+00:00,"Garfield, Nebraska, US",11,0,
Gosper,Nebraska,US,2020-10-04T04:23:44+00:00,"Gosper, Nebraska, US",43,0,
Grant,Nebraska,US,2020-10-04T04:23:44+00:00,"Grant, Nebraska, US",2,0,
Greeley,Nebraska,US,2020-10-04T04:23:44+00:00,"Greeley, Nebraska, US",37,0,
Hall,Nebraska,US,2020-10-04T04:23:44+00:00,"Hall, Nebraska, US",2076,48,
Hamilton,Nebraska,US,2020-10-04T04:23:44+00:00,"Hamilton, Nebraska, US",146,12,
Harlan,Nebraska,US,2020-10-04T04:23:44+00:00,"Harlan, Nebraska, US",25,0,
Hayes,Nebraska,US,2020-10-04T04:23:44+00:00,"Hayes, Nebraska, US",0,0,
Hitchcock,Nebraska,US,2020-10-04T04:23:44+00:00,"Hitchcock, Nebraska, US",9,0,
Holt,Nebraska,US,2020-10-04T04:23:44+00:00,"Holt, Nebraska, US",114,1,
Hooker,Nebraska,US,2020-10-04T04:23:44+00:00,"Hooker, Nebraska, US",13,1,
Howard,Nebraska,US,2020-10-04T04:23:44+00:00,"Howard, Nebraska, US",105,5,
Jefferson,Nebraska,US,2020-10-04T04:23:44+00:00,"Jefferson, Nebraska, US",36,0,
Johnson,Nebraska,US,2020-10-04T04:23:44+00:00,"Johnson, Nebraska, US",70,0,
Kearney,Nebraska,US,2020-10-04T04:23:44+00:00,"Kearney, Nebraska, US",155,0,
Keith,Nebraska,US,2020-10-04T04:23:44+00:00,"Keith, Nebraska, US",67,0,
Keya Paha,Nebraska,US,2020-10-04T04:23:44+00:00,"Keya Paha, Nebraska, US",5,0,
Kimball,Nebraska,US,2020-10-04T04:23:44+00:00,"Kimball, Nebraska, US",19,0,
Knox,Nebraska,US,2020-10-04T04:23:44+00:00,"Knox, Nebraska, US",193,0,
Lancaster,Nebraska,US,2020-10-04T04:23:44+00:00,"Lancaster, Nebraska, US",6744,24,
Lincoln,Nebraska,US,2020-10-04T04:23:44+00:00,"Lincoln, Nebraska, US",463,4,
Logan,Nebraska,US,2020-10-04T04:23:44+00:00,"Logan, Nebraska, US",7,0,
Loup,Nebraska,US,2020-10-04T04:23:44+00:00,"Loup, Nebraska, US",3,0,
Madison,Nebraska,US,2020-10-04T04:23:44+00:00,"Madison, Nebraska, US",883,5,
McPherson,Nebraska,US,2020-10-04T04:23:44+00:00,"McPherson, Nebraska, US",6,0,
Merrick,Nebraska,US,2020-10-04T04:23:44+00:00,"Merrick, Nebraska, US",86,1,
Morrill,Nebraska,US,2020-10-04T04:23:44+00:00,"Morrill, Nebraska, US",79,0,
Nance,Nebraska,US,2020-10-04T04:23:44+00:00,"Nance, Nebraska, US",56,0,
Nemaha,Nebraska,US,2020-10-04T04:23:44+00:00,"Nemaha, Nebraska, US",135,0,
Nuckolls,Nebraska,US,2020-10-04T04:23:44+00:00,"Nuckolls, Nebraska, US",17,0,
Otoe,Nebraska,US,2020-10-04T04:23:44+00:00,"Otoe, Nebraska, US",181,1,
Pawnee,Nebraska,US,2020-10-04T04:23:44+00:00,"Pawnee, Nebraska, US",20,0,
Perkins,Nebraska,US,2020-10-04T04:23:44+00:00,"Perkins, Nebraska, US",34,10,
Phelps,Nebraska,US,2020-10-04T04:23:44+00:00,"Phelps, Nebraska, US",133,0,
Pierce,Nebraska,US,2020-10-04T04:23:44+00:00,"Pierce, Nebraska, US",112,8,
Platte,Nebraska,US,2020-10-04T04:23:44+00:00,"Platte, Nebraska, US",1175,4,
Polk,Nebraska,US,2020-10-04T04:23:44+00:00,"Polk, Nebraska, US",79,1,
Red Willow,Nebraska,US,2020-10-04T04:23:44+00:00,"Red Willow, Nebraska, US",57,0,
Richardson,Nebraska,US,2020-10-04T04:23:44+00:00,"Richardson, Nebraska, US",61,1,
Rock,Nebraska,US,2020-10-04T04:23:44+00:00,"Rock, Nebraska, US",47,1,
Saline,Nebraska,US,2020-10-04T04:23:44+00:00,"Saline, Nebraska, US",768,2,
Sarpy,Nebraska,US,2020-10-04T04:23:44+00:00,"Sarpy, Nebraska, US",3932,27,
Saunders,Nebraska,US,2020-10-04T04:23:44+00:00,"Saunders, Nebraska, US",522,4,
Scotts Bluff,Nebraska,US,2020-10-04T04:23:44+00:00,"Scotts Bluff, Nebraska, US",439,8,
Seward,Nebraska,US,2020-10-04T04:23:44+00:00,"Seward, Nebraska, US",249,3,
Sheridan,Nebraska,US,2020-10-04T04:23:44+00:00,"Sheridan, Nebraska, US",56,0,
Sherman,Nebraska,US,2020-10-04T04:23:44+00:00,"Sherman, Nebraska, US",26,2,
Sioux,Nebraska,US,2020-10-04T04:23:44+00:00,"Sioux, Nebraska, US",7,0,
Stanton,Nebraska,US,2020-10-04T04:23:44+00:00,"Stanton, Nebraska, US",46,0,
Thayer,Nebraska,US,2020-10-04T04:23:44+00:00,"Thayer, Nebraska, US",32,0,
Thomas,Nebraska,US,2020-10-04T04:23:44+00:00,"Thomas, Nebraska, US",5,0,
Thurston,Nebraska,US,2020-10-04T04:23:44+00:00,"Thurston, Nebraska, US",269,4,
Unassigned,Nebraska,US,2020-10-04T04:23:44+00:00,"Unassigned, Nebraska, US",335,0,
Valley,Nebraska,US,2020-10-04T04:23:44+00:00,"Valley, Nebraska, US",47,0,
Washington,Nebraska,US,2020-10-04T04:23:44+00:00,"Washington, Nebraska, US",300,5,
Wayne,Nebraska,US,2020-10-04T04:23:44+00:00,"Wayne, Nebraska, US",194,0,
Webster,Nebraska,US,2020-10-04T04:23:44+00:00,"Webster, Nebraska, US",18,0,
Wheeler,Nebraska,US,2020-10-04T04:23:44+00:00,"Wheeler, Nebraska, US",1,0,
York,Nebraska,US,2020-10-04T04:23:44+00:00,"York, Nebraska, US",210,2,
Carson City,Nevada,US,2020-10-04T04:23:44+00:00,"Carson City, Nevada, US",564,8,
Churchill,Nevada,US,2020-10-04T04:23:44+00:00,"Churchill, Nevada, US",154,3,
Clark,Nevada,US,2020-10-04T04:23:44+00:00,"Clark, Nevada, US",68580,1409,
Douglas,Nevada,US,2020-10-04T04:23:44+00:00,"Douglas, Nevada, US",316,1,
Elko,Nevada,US,2020-10-04T04:23:44+00:00,"Elko, Nevada, US",999,10,
Esmeralda,Nevada,US,2020-10-04T04:23:44+00:00,"Esmeralda, Nevada, US",0,0,
Eureka,Nevada,US,2020-10-04T04:23:44+00:00,"Eureka, Nevada, US",10,0,
Humboldt,Nevada,US,2020-10-04T04:23:44+00:00,"Humboldt, Nevada, US",130,4,
Lander,Nevada,US,2020-10-04T04:23:44+00:00,"Lander, Nevada, US",77,1,
Lincoln,Nevada,US,2020-10-04T04:23:44+00:00,"Lincoln, Nevada, US",7,0,
Lyon,Nevada,US,2020-10-04T04:23:44+00:00,"Lyon, Nevada, US",448,7,
Mineral,Nevada,US,2020-10-04T04:23:44+00:00,"Mineral, Nevada, US",14,0,
Nye,Nevada,US,2020-10-04T04:23:44+00:00,"Nye, Nevada, US",522,15,
Pershing,Nevada,US,2020-10-04T04:23:44+00:00,"Pershing, Nevada, US",22,0,
Storey,Nevada,US,2020-10-04T04:23:44+00:00,"Storey, Nevada, US",10,0,
Unassigned,Nevada,US,2020-10-04T04:23:44+00:00,"Unassigned, Nevada, US",0,0,
Washoe,Nevada,US,2020-10-04T04:23:44+00:00,"Washoe, Nevada, US",9784,161,
White Pine,Nevada,US,2020-10-04T04:23:44+00:00,"White Pine, Nevada, US",71,1,
Belknap,New Hampshire,US,2020-10-04T04:23:44+00:00,"Belknap, New Hampshire, US",155,4,
Carroll,New Hampshire,US,2020-10-04T04:23:44+00:00,"Carroll, New Hampshire, US",126,2,
Cheshire,New Hampshire,US,2020-10-04T04:23:44+00:00,"Cheshire, New Hampshire, US",154,3,
Coos,New Hampshire,US,2020-10-04T04:23:44+00:00,"Coos, New Hampshire, US",22,0,
Grafton,New Hampshire,US,2020-10-04T04:23:44+00:00,"Grafton, New Hampshire, US",154,1,
Hillsborough,New Hampshire,US,2020-10-04T04:23:44+00:00,"Hillsborough, New Hampshire, US",4616,291,
Merrimack,New Hampshire,US,2020-10-04T04:23:44+00:00,"Merrimack, New Hampshire, US",611,23,
Rockingham,New Hampshire,US,2020-10-04T04:23:44+00:00,"Rockingham, New Hampshire, US",2114,104,
Strafford,New Hampshire,US,2020-10-04T04:23:44+00:00,"Strafford, New Hampshire, US",581,13,
Sullivan,New Hampshire,US,2020-10-04T04:23:44+00:00,"Sullivan, New Hampshire, US",59,1,
Unassigned,New Hampshire,US,2020-10-04T04:23:44+00:00,"Unassigned, New Hampshire, US",5,0,
Atlantic,New Jersey,US,2020-10-04T04:23:44+00:00,"Atlantic, New Jersey, US",4203,256,
Bergen,New Jersey,US,2020-10-04T04:23:44+00:00,"Bergen, New Jersey, US",22692,2045,
